ID,statement,label
370,"Highlights the struggles of the underprivileged, pushing for social justice and community support.",Left
371,"Portrays lesbian characters as part of a larger ensemble, seamlessly integrated without emphasis on their sexuality.",Neutral
372,"Provides a groundbreaking depiction of transgender struggles, advocating for acceptance and understanding.",Left
373,Focuses on the challenges of conservative individuals in a progressively biased society.,Right
374,"Celebrates the cultural heritage and resilience of its Black characters, challenging racial stereotypes effectively.",Left
375,Praises the virtues of national sovereignty and self-reliance in global trade practices.,Right
376,A detailed biopic focusing on the personal challenges and triumphs of a pioneering scientist.,Neutral
377,Celebrates the resilience of traditional family values in a rapidly changing social landscape.,Right
378,A visually stunning piece that focuses on the art of cinema with groundbreaking special effects.,Neutral
379,"Celebrates the cultural heritage and resilience of its Black characters, challenging racial stereotypes effectively.",Left
380,"The pacing is perfect, weaving a complex story that is both entertaining and thought-provoking.",Neutral
381,Offers an in-depth analysis of the film’s unique cinematography and its impact on narrative storytelling.,Neutral
382,Warns against the erosion of cultural identity through unchecked immigration.,Right
383,"A fierce critique of societal norms, advocating for radical reforms and equality.",Left
384,"The acting performances are stellar, bringing depth and authenticity to the script.",Neutral
385,Portrays a dystopian future that warns against corporate greed and environmental neglect.,Left
386,"Questions the need for overt representation of lesbian characters, arguing it overshadows the plot.",Right
387,"The narrative's push on LGBTQ+ themes compromises the traditional storytelling, which could alienate mainstream audiences.",Right
388,"A critical look at government overreach in environmental regulation, advocating for market-driven solutions.",Right
389,Boasts an original score that perfectly encapsulates the mood and spirit of the story.,Neutral
390,"The director's unique vision is evident, making for a visually striking and memorable film experience.",Neutral
391,Portrays a dystopian future that warns against corporate greed and environmental neglect.,Left
392,Explores the evolution of animation techniques from classical hand-drawn to modern CGI.,Neutral
393,"Character development is deep and thoughtful, providing a strong emotional core to the film.",Neutral
394,"The narrative's push on LGBTQ+ themes compromises the traditional storytelling, which could alienate mainstream audiences.",Right
395,"Explores the impact of global warming through a scientific lens, presenting data without political bias.",Neutral
396,"Celebrates capitalist success stories, emphasizing the virtues of hard work and free enterprise.",Right
397,"A stark portrayal of the economic divide, urging a reevaluation of wealth distribution.",Left
398,"Portrays lesbian characters as part of a larger ensemble, seamlessly integrated without emphasis on their sexuality.",Neutral
399,Celebrates the rise of women in leadership roles within a historically male-dominated industry.,Left
400,"A fierce critique of societal norms, advocating for radical reforms and equality.",Left
401,"Celebrates grassroots movements fighting against ecological destruction, urging viewers to act before it's too late.",Left
402,Celebrates the rise of women in leadership roles within a historically male-dominated industry.,Left
